contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
un puzzle	1	0	0	est
à parler	2	0	2	v
de chose	2	1	0	n
fallu la	1	0	0	
son pull	1	0	0	v
losanges }	1	0	0	
y+a }	3	2	0	il
chambre }	2	0	0	ta
ma montre	1	0	1	v
pour vivre	1	0	1	v
au clown	1	0	1	v
ça sera	2	1	1	ben
et faire	1	0	1	v
ton nom	1	0	1	v
tu crois	4	2	1	ah
ouïe }	1	1	0	n
Margote se	1	0	1	v
faire du	2	0	1	v
pas tout	6	0	6	v
lui explique	1	0	0	Casimir
le passer	1	0	0	v
je prends	1	0	1	alors
jointe hein	1	0	0	
avec toi	2	0	2	v
pour manger	3	1	2	n
de bêtises	1	0	0	n
aux cartes	1	1	0	v
petits Tim	1	0	0	les
cuillère }	1	0	0	la
normalement dans	1	1	0	mais
blancs une	1	1	0	sont
petite démonstration	1	0	0	une
me donner	1	0	0	v
super hein	1	1	0	est
même pas	1	0	1	v
assez forte	1	1	0	pas
à leur	1	0	1	v
au Parc_de_la_Tête_d_Or	1	1	0	v
l' aspirateur	1	0	1	v
woup hop	1	1	0	
camion }	1	0	0	un
bleus hein	1	1	0	les
goûter alors	1	0	0	v
tranquilles mes	1	0	1	n
de singes	1	1	0	n
s' endormir	1	0	1	v
d' oreilles	1	1	0	n
toujours pas	1	1	0	a
bien aller	1	0	1	v
ses ailes	1	0	0	v
des mères	1	1	0	v
un éléphant	1	0	1	est
aussi comme	1	0	1	bien
de pieds	1	1	0	n
euh elle	1	0	0	v
on retrouve	1	0	0	qu'
là y	1	0	1	alors
de fois	2	0	0	combien
des très	1	1	0	ai
de courir	1	0	0	pas
là si	2	1	0	alors
passer dessous	1	0	0	v
la fleur	1	0	1	de
parce+que tu	4	0	2	v
carré rouge	1	1	0	un
chercher Lulu	1	0	0	v
chaussure }	1	0	0	sa
Hippolyte se	1	0	1	v
pas là	9	1	8	est
forme ça	1	0	0	en
le sommeil	1	0	0	pendant
saletés }	1	0	0	
de }	17	11	4	n
un jus+d'orange	1	0	1	v
voilà t'	1	0	1	ben
là+bas Mar	1	1	0	n
cheveux }	1	0	0	les
oiseaux et	1	0	0	des
en voiture	1	0	1	pas
mon fils	1	0	0	v
les fruits	1	0	1	n
à trois	1	0	1	maman
oreilles }	5	0	0	grandes
idée hein	2	0	0	une
de rentrer	1	0	1	lui
de refaire	1	0	1	v
là hein	17	9	4	n
démonstration }	1	0	0	la
ça sert	2	1	0	ça
faire filmer	1	0	0	v
cinq éléphants	1	1	0	n
de coton	1	0	0	n
pour le	9	7	1	est
de docteur	2	2	0	n
qu' elles	1	0	0	v
accident éléphant	1	1	0	un
il lui	1	1	0	qu'est+ce+qu'
le vert	1	0	1	où
puis quand	1	1	0	et
champignons }	1	0	0	des
quatre ans	1	0	0	après
mon Poucinet	1	0	1	v
doigts }	1	0	0	aux
d' idée	1	0	0	n
pour bébé	1	1	0	n
avant que	1	0	1	n
aussi }	72	49	15	n
son nez	1	0	0	sur
les rails	1	0	0	v
qui les	2	2	0	toi
maman à	1	1	0	une
ce truc	1	1	0	v
lettre de	1	0	0	première
pour ne	1	0	1	est
de monsieurs	1	1	0	n
à ouvrir	2	0	1	v
pour dessiner	1	1	0	est
madame }	1	1	0	de
les oiseaux	1	0	1	est
de mon	3	1	2	n
d' Amélie	1	1	0	n
tu veux	5	1	0	qu'est+ce+que
le tube	1	0	1	avec
les bracelets	1	0	1	v
oiseaux }	1	0	0	des
se mettre	2	0	0	v
une il	1	0	1	v
assez grande	1	1	0	pas
revenir }	1	0	1	v
moins forte	1	0	0	au
mais je	2	2	0	v
les volets	2	2	0	v
fait semblant	1	1	0	elle
regarde y+a	1	0	1	si
un mouchoir	1	0	1	v
euh qui	1	1	0	sont
toilettes }	3	0	0	aux
pas le	16	3	13	v
là aussi	4	3	0	une
aussi près	1	0	0	v
en hauteur	1	0	1	peu
son micro	1	0	0	chacune
près du	1	0	1	quelque+chose
un bébé	1	0	1	est
creuser un	1	0	0	
sous l'	1	0	1	n
Bé }	1	0	1	et
qui t'	4	4	0	n
et se	1	0	1	n
tu essayes	1	0	1	euh
il accroche	1	1	0	qu'est+ce+qu'
ou ils	1	0	0	v
c'est+ce+que maman	1	0	0	tu
notre gazon	1	0	1	v
se faire	1	0	0	v
quand ils	1	0	0	parce+que
pardon }	1	1	0	ouh
qui faisait	1	1	0	n
pas sûre	1	0	0	suis
ailleurs hein	1	0	1	
loin }	1	1	0	est
ah Emi	1	0	0	ah
sur tous	1	1	0	v
on ar	1	0	0	qu'
les carottes	2	0	2	v
freiner avant	1	0	0	
ici le	1	0	1	n
à bulles	1	1	0	v
ici non	1	0	1	v
plus parler	1	0	1	v
mais quand	1	1	0	clair
qui ressemble	1	1	0	quelque+chose
moyennement hein	1	0	1	est
juste pour	1	0	1	est
des jambes	1	1	0	v
ton meuble	1	0	1	v
déjà réveillées	1	0	1	as
je comprendre	1	0	0	que
comment les	2	0	1	v
des lapins	1	0	1	à
alors y+a	1	1	0	ou
on le	4	2	1	qu'
vers le	2	0	1	maintenant
au sapin	1	0	1	v
est fini	1	1	0	c'
très rigolotes	1	1	0	pas
pas ça	6	2	3	v
à autre	1	0	1	v
mais celui+là	1	1	0	ah
par contre	1	0	0	v
s' en	1	0	0	on
pas pourquoi	1	0	0	v
toi oui	1	0	0	est
tu n'	1	1	0	mais
peut+être }	6	6	0	v
au garage	1	0	1	v
pas et	1	0	1	v
en son	1	0	1	y
deux fleurs	1	0	1	v
et aïgue	1	0	0	n
en deux	2	0	2	y
de fort	1	1	0	n
l' avion	1	0	1	est
tout mais	2	0	2	v
par quoi	1	0	1	v
elles s'	1	1	0	comment
messieur }	1	0	0	un
et je	1	1	0	n
en suivant	1	0	1	y
qu' ils	4	1	1	v
couleur celui	1	0	0	quelle
tomate }	1	0	0	une
pour }	3	1	2	est
du canapé	1	0	1	n
de trouver	1	0	1	v
la cuisine	1	0	0	dans
aussi avec	1	0	1	n
de chercher	1	0	1	v
et beaucoup	2	2	0	n
ses grandes	1	0	0	avec
les camions	1	1	0	y+a
pour sa	1	1	0	n
une violette	1	0	0	v
au bébé	1	0	1	hein
la serviette	1	0	1	moi
de qui	1	1	0	n
après c'	1	1	0	ben
mieux quand	1	0	1	serait
le }	8	1	7	v
une lettre	1	0	1	v
les doigts	1	1	0	v
de toute	1	0	1	ouh+la+la
la chambre	1	0	1	dans
tarte }	1	0	1	la
autrement }	3	2	0	v
sont venus	2	1	0	ils
celui+là c'	1	0	0	et
qui en	3	2	0	maman
deux lions	1	1	0	les
on peut	4	1	0	qu'est+ce+qu'
au cirque	1	0	1	v
derrière la	1	0	0	v
là+haut mais	1	1	0	est
ce Martin	1	1	0	v
hein les	3	0	0	n
elle le	1	1	0	Amélie
là ils	1	1	0	mais
on recommence	1	0	0	voilà
pour leur	1	0	1	est
le pour	1	0	1	v
aux autos+tamponneuses	1	1	0	n
les wagons	1	1	0	v
ne sert	1	0	0	on
attention à	1	0	0	v
son tracteur	1	0	1	v
parce+que il	1	0	1	v
mais là	3	3	0	oui
qui court	1	1	0	n
hier soir	2	0	2	dit
très très	1	1	0	pas
beaux yeux	1	1	0	de
à l'	14	4	8	v
papi }	1	1	0	n
brun qu'est+ce+qu'	1	1	0	n
alors là+bas	1	1	0	et
grand chose	1	0	1	pas
possible }	1	0	0	est
de papa	1	1	0	n
vert jaune	1	0	0	le
à Léo	1	0	1	v
du bois	1	1	0	v
d'abord regarder	1	0	0	v
quand y	1	0	0	bien
une oie	1	1	0	v
d' animaux	1	1	0	n
ensuite la	1	0	0	puis
se rendent	1	1	0	ça
voir des	2	1	0	v
ou à	1	1	0	n
là finalement	1	1	0	n
là une	1	1	0	n
danger }	1	0	0	
au Titou	1	1	0	v
pas ensemble	1	0	0	v
oui là	1	0	0	ben
alors hein	3	1	2	ça
de colle	1	1	0	plus
du placard	1	0	1	v
moitié âne	1	1	0	la
y+a un	1	0	0	il
oui elles	1	1	0	ah
le jus+d'orange	1	0	1	v
qu' elle	12	3	5	v
laitier }	1	1	0	
cette herbe	1	0	1	v
la moustache	1	1	0	v
d'avoir bien	1	0	0	n
euh un	1	0	1	v
prrt ça	1	1	0	
à discuter	1	0	1	v
à Chr	1	0	1	v
de sac	1	1	0	n
un oeuf	1	0	1	v
qu' il	26	9	8	v
comment tu	3	1	2	v
et doudou	1	0	0	n
donnes à	1	0	0	tu
ta poupée	1	0	1	sur
Amélie }	1	0	0	d'
yeux hein	1	0	0	les
le mais	1	0	1	v
le couteau	1	1	0	n
tagada }	1	1	0	
regarde tu	1	0	1	non
là Minou	1	0	1	n
le panier	1	1	0	dans
où tout	1	1	0	est
d'abord les	2	0	2	v
la mandarine	1	1	0	v
d'ailleurs pour	1	0	1	n
qu' en	1	0	0	v
comme forme	2	0	1	v
soir hein	1	0	0	hier
dessus }	33	9	23	v
avant de	1	0	1	v
pour lire	1	1	0	v
Casimir n'	1	0	0	soudain
foncée }	1	1	0	
et sur	1	1	0	n
qui sort	1	1	0	ce
le laisser	1	0	0	v
à ranger	3	1	2	n
refroidir euh	1	0	1	à
si j'	1	1	0	v
remuer }	1	0	0	pour
elles peuvent	1	0	0	n
il monte	1	0	1	qu'est+ce+qu'
choses en	1	0	0	deux
ça mercredi	1	0	0	comme
celui ci	1	0	1	a
gentil }	2	1	0	est
en criant	1	1	0	pas
fesses hein	1	0	0	grosses
Chi }	2	2	0	de
tes pantoufles	1	0	1	v
tu fais	4	2	1	qu'est+ce+que
avec entrain	1	0	1	v
dehors }	2	2	0	n
des oeufs	3	0	3	v
violet on	1	0	0	bleu
terminé la	1	0	0	ai
le là	1	0	1	dans
du lait	7	2	4	v
abîmé }	1	0	0	
tu dors	2	1	0	que
la tomate	1	1	0	v
le chien	1	0	1	où
passer par	1	0	1	v
normalement s'	1	1	0	mais
Monsieur Bruit	1	1	0	et
ça va	10	6	0	v
grand la	1	0	1	un
mettre tes	1	0	0	de
me voir	1	0	0	v
bien maintenant	1	0	1	v
Peureux Monsieur	1	0	0	Monsieur
de bouger	1	0	1	en+train
ronflent sur	1	1	0	n
araignée noire	1	0	0	une
ça tiens	1	1	0	quoi
le poireau	1	1	0	v
pou pou	6	6	0	ouh
de travailler	1	0	1	n
sinon ça	1	0	0	n
cette petite	1	0	0	v
pas pompiers	1	0	0	v
tourné }	1	1	0	pas
on l'	2	1	0	v
manger un	1	0	0	en
ordre }	1	0	0	
de retrouver	2	0	2	v
des avions	1	1	0	v
bosse en	1	0	0	
froissé }	1	1	0	
un autre	11	0	9	v
loin entre	1	1	0	est
à tricoter	1	0	1	v
sinon }	1	0	0	v
pas te	1	0	0	v
locomotive }	1	0	0	une
pendant toute	1	0	1	v
ni froid	1	1	0	Pie
tu pourras	1	0	1	puis
bien que	3	0	1	v
les petites	3	2	0	v
la plus	3	2	1	est
des morceaux	3	0	3	v
aussi un	2	0	2	v
du dos	1	1	0	v
qui l'	1	1	0	n
là ici	2	2	0	n
parce+que nous	1	0	1	n
la pomme	3	0	3	de
le serpent	1	0	0	est
tu vois	19	12	5	v
au repas	2	2	0	v
qu'est+ce tu	1	0	1	alors
normalement }	2	0	2	mais
des bulles	1	0	0	v
de carrés	1	0	1	n
grande pour	1	0	0	une
les jouets	1	0	1	v
le droit	1	1	0	ai
le pull	1	0	1	est
mais bon	4	2	2	lui
canards }	1	1	0	les
au début	1	0	0	v
tête }	2	0	0	la
y+a une	1	1	0	il
fort hein	2	0	2	est
oreilles une	1	0	0	les
ne l'	1	1	0	tu
de téléphone	1	1	0	pas
un truc	1	0	0	pas
bêtes }	1	0	0	des
celles }	1	0	0	est
on }	4	1	2	qu'est+ce+qu'
sans chausson	1	1	0	v
la rouge	1	0	1	v
oui tu	2	0	2	ah
qui dort	1	0	0	Mar
ci tu	1	1	0	v
celle là	1	0	0	v
être }	2	0	0	v
là celle+ci	1	0	1	n
comment Spot	1	0	0	v
là+bas qu'	1	1	0	n
Pie }	2	0	2	n
sa tête	1	0	1	sur
une chose	1	0	0	est
toutes sales	2	2	0	v
boîte }	1	0	0	la
ou cette	1	0	1	n
dit tu	1	0	0	lui
déjà hein	1	0	0	as
encore }	37	15	17	v
les formes	1	0	0	v
bien fatiguée	2	2	0	v
avec le	8	3	4	v
de pouce	1	1	0	n
dominos si	1	0	0	les
encore ouverts	1	1	0	v
de jeu	1	0	1	v
pin+pon pin+pon	1	0	0	
la couche	1	1	0	v
bon bref	1	0	0	ah
moi toi	1	0	1	est
un dessert	1	0	1	v
les pommes+de+terre	1	0	1	v
maman poule	2	0	1	quand
de taper	1	1	0	rien
un un	2	1	0	v
de tout	3	2	1	n
pour papa	1	1	0	est
le lave+vaisselle	1	0	1	dans
là qu'est+ce	1	0	1	n
coucou }	1	1	0	v
façons c'	1	0	0	des
verte c'	1	1	0	n
à son	3	1	2	v
sont consternés	1	1	0	ils
le bébé	3	0	2	est
suffisamment }	1	0	0	v
sont dans	1	1	0	ils
le jeu	2	0	2	pas
sur on	1	1	0	v
merveilleuse découverte	1	0	0	
ça repart	1	0	0	comme
sont blottis	1	1	0	ils
où tu	3	1	1	pas
et un	7	7	0	n
ailé }	1	1	0	
la baguette	1	0	1	v
de scotch	3	3	0	plus
uniquement quand	1	0	1	
il attendra	1	1	0	qu'est+ce+qu'
pas les	13	3	10	v
à à	1	1	0	pas
mais j'	1	0	1	v
depuis un	1	0	1	déjà
attirer le	1	0	0	
du cou	5	0	0	autour
ses bottes	1	0	1	v
derrière les	2	0	1	v
et Hippolyte	1	0	0	n
du jeu	1	1	0	n
tchouk }	1	1	0	
tu dis	5	1	2	pourquoi
de cacher	1	0	1	n
euh Ger	1	0	1	n
mieux à	1	0	1	v
deux petites	1	0	0	les
toi hein	2	1	1	à
ramassé toutes	1	0	0	a
des chaussons	1	0	0	v
assise }	1	1	0	n
à écrire	1	0	1	v
un bâteau	1	0	1	pas
euh faut	1	0	0	non
foi hein	1	0	0	ma
pas toutes	1	0	1	v
derrière }	6	3	3	v
le texte	1	0	1	v
ça je	1	1	0	v
de chiffres	1	0	1	n
poussins font	1	0	0	six
rhumes alors	1	0	0	les
cette fleur	1	0	0	v
le logis	1	0	0	devant
bébé ça	1	0	0	n
Tim }	26	15	8	v
le gentillement	1	1	0	v
est fermée	1	1	0	c'
à chaque	1	0	0	oui
orties }	1	0	1	les
à Babar	1	1	0	v
les unes	2	0	2	n
elle pique	1	1	0	v
après ça	1	0	1	parce+que
donner hein	1	0	0	lui
quel âge	3	1	0	as
cartes du	1	0	0	les
super regardez	1	1	0	est
beaucoup pour	1	0	1	v
pour se	1	0	1	pratiuqe
à nager	2	0	1	v
chez maman	1	0	0	v
en ça	1	0	1	y
journées }	1	0	0	
balayer aussi	1	0	0	
gris }	2	2	0	est
heures et	1	0	0	sept
du même	1	0	0	v
d' Espagne	1	0	1	n
ton }	1	0	0	v
elle pleure	1	1	0	non
professionnelle ouh+la+la	1	1	0	
moi tes	1	0	1	est
sorti en	1	0	0	déjà
comme dessin	1	0	1	v
s' amuser	2	1	0	plus
qui enregistre	1	0	1	n
non plus	6	3	2	pas
on est	3	2	0	quand
ou le	1	1	0	n
qui étaient	1	1	0	celles
gauche }	2	2	0	n
un micro	2	0	1	est
incomplet }	1	1	0	
après tu	2	1	1	et
là ouais	1	1	0	par
là regarde	3	2	1	et
de les	7	4	3	v
ton pain	1	0	1	pas
d' oiseaux	1	1	0	v
mets de	1	0	0	tu
Hippolyte à	1	0	1	n
allé chercher	1	1	0	es
aux pantoufles	1	0	1	n
d' Ernest	1	1	0	n
moi je	1	0	0	ben
à t'	1	0	1	v
de Thé	1	0	0	n
Tigrou }	2	1	0	avec
dans le	37	15	19	v
de temps	1	0	0	combien
un corps	1	1	0	v
elle avait	2	0	0	Amé
en vacances	3	0	3	y
ta tasse	1	0	1	de
chercher le	1	0	0	v
si papa	1	1	0	pas
plus facilement	1	0	1	v
puis je	2	0	1	et
à ceux+là	1	0	1	v
pas faire	1	0	0	v
Aglaë }	1	1	0	
hein maintenant	1	1	0	tout
pou }	3	3	0	ouh
tout+de+suite }	4	1	3	hein
tu chantes	1	1	0	est+ce+que
d' autres	6	2	3	a
cette fois+ci	1	1	0	v
et ça	4	2	2	n
avec euh	3	0	1	n
le mouton	1	0	1	là
dis+donc }	1	0	0	Tim
de préparer	1	0	1	en+train
plus bien	1	0	1	v
à attendre	1	0	1	v
cou et	1	1	0	le
que pour	2	1	1	v
proposer }	1	0	0	te
rousse ramasse	1	1	0	
bien inventer	1	0	1	v
au bout	3	3	0	là
toilettes quand	1	0	0	aux
les plumes	1	0	1	est
ouh+la+la le	1	1	0	
c'est+ce+que j'	1	0	0	tu
le côté	1	0	1	est
et proche	1	0	0	n
là se	1	1	0	parce+que
euh le	2	0	2	v
oreilles et	1	0	0	les
d' Ame	2	0	1	n
c' était	1	0	0	que
rigolo hein	1	1	0	est
allez bon	1	1	0	bon
davantage }	1	0	1	
de Pilou	1	1	0	n
facilement }	2	1	1	
mme vendre	1	0	0	
ou sur	2	2	0	n
sous la	3	1	1	v
alors celui+là	1	0	1	et
parfois }	2	0	2	toi
encore à	2	1	1	pas
fleuri guiliguili	1	1	0	n
ses clés	1	0	1	a
les familles	2	0	0	v
mettre sur	1	0	0	le
des gâteaux	3	1	2	y+a
rien hein	2	0	2	v
qui aimerait	1	0	0	et
des soins	1	0	1	v
le feu	2	0	2	v
le bec	1	1	0	est
avec papa	2	1	1	n
ton armoire	1	0	0	sous
voir si	1	0	1	v
violet }	1	1	0	oh
Terreur }	1	1	0	Madame
quand c'	1	1	0	et
des pieds	2	2	0	ai
chaud un	1	1	0	as
à rien	5	1	4	v
pour jouer	2	0	2	n
touts seul	1	0	1	
par terre	4	3	1	pas
une belle	1	1	0	v
plus là	3	0	3	en
à avoir	1	0	1	toujours
ici tiens	1	0	1	v
avec sa	4	4	0	v
montre }	1	0	0	alors
prends ton	1	0	0	tu
pour t'	2	1	0	est
plus pédaler	1	0	0	v
petits plats	1	0	0	les
dès que	1	1	0	v
piloter les	1	0	0	v
comme papa	1	1	0	v
pour passer	1	1	0	est
de choix	1	1	0	n
roues si	1	0	0	les
ce soit	1	0	0	que
du coq	1	1	0	n
le nombre	1	0	1	v
de voir	3	1	2	v
sales et	1	0	0	pas
je croyais	1	0	0	ah
qui montent	1	1	0	n
chambre à	1	0	0	la
combien }	1	0	1	v
fort et	1	0	1	si
faire là	1	0	0	v
a perdu	2	0	0	il
qui souffle	1	1	0	n
six ils	1	0	0	cinq
t' ont	1	0	0	qui
être comme	1	0	0	v
et façon	1	1	0	n
les briques	1	0	1	toutes
les fenêtres	1	0	1	pour
faire bientôt	1	0	0	v
poteries }	1	0	0	ses
les pieds	6	0	6	v
personne }	1	0	1	y+a
est ravi	1	0	0	c'
mais enfin	3	1	1	là
tes manches	1	0	1	v
ton prénom	1	0	1	v
grignoté sur	1	1	0	n
un morceau	5	0	5	v
par exemple	2	1	0	peut+être
idée }	2	0	0	bonne
vint près	1	1	0	n
euh terreur	1	1	0	v
non }	26	11	5	non
joue avec	1	0	0	on
sa maman	2	0	2	et
l' idée	1	0	1	de
avec }	1	1	0	v
ça tu	1	0	1	comme
je }	1	1	0	que
à quatre	2	2	0	mais
que je	6	2	0	v
six sept	2	0	0	cinq
les panthères	1	1	0	v
dessous mais	1	1	0	v
en face	2	1	1	y
l' ampoule	1	0	1	v
rousse fait	1	1	0	
des rochers	1	0	1	le
que ça	14	4	3	v
le à	1	0	1	vous
vertes c'	1	1	0	n
retrouver les	1	0	1	le
qu' avec	1	1	0	sûre
enfants là	1	0	0	des
sont encore	1	1	0	ils
si elle	2	0	1	pas
peut+être dit	1	0	0	as
tourne }	1	1	0	elle
et pousser	1	0	1	n
aller à	1	0	0	pour
de ça	2	0	2	n
un peu	52	12	36	v
regarde elles	1	1	0	v
de ski	1	1	0	n
regarde où	1	0	1	v
son café	2	0	2	v
elle venait	1	0	0	qu'
donc tu	4	2	1	n
qui marquent	1	1	0	n
de tissu	1	1	0	n
des groseillers	1	0	0	v
unes }	1	0	0	les
les poissons	2	0	2	sous
couleur tes	1	0	0	quelle
un cube	1	0	1	v
ça votre	1	0	1	comme
jacques }	1	1	0	
casque là+haut	1	0	0	un
fraises oui	1	0	0	les
pas Didou	1	1	0	v
aussi bien	2	1	1	moins
poilues }	1	1	0	
jaune tu	1	1	0	le
dedans }	15	15	0	v
les fraises	1	0	1	non
de lavage	1	1	0	n
plus les	1	0	1	v
du bruit	1	0	0	v
et tout	1	1	0	v
de pain	5	5	0	n
est tombé	1	1	0	il
son bois	1	0	1	v
soir je	1	0	0	hier
rendit visite	1	0	0	
a très	1	1	0	il
de crocodile	1	1	0	n
un doudou	1	0	1	est
mon café	1	0	1	v
avec Amé	1	1	0	v
jaunes }	1	1	0	n
tout+le+temps }	1	0	1	v
ils dorment	1	0	1	bah
d' oiseau	1	1	0	pas
mais on	3	1	2	n
magique regarde	1	1	0	est
ce soir	3	0	3	v
les épées	1	0	0	v
là bleu	1	1	0	n
derrière le	4	0	4	v
ton collier	1	0	1	v
huit à	1	0	0	des
une petite	5	0	4	v
sont ici	1	1	0	ils
pu le	1	0	0	pas
le joindre	1	0	0	v
dessus et	1	0	1	v
après euh	1	0	1	parce+qu'
tête comme	1	0	0	la
de camion	1	0	0	pas
peut+être dû	1	0	0	v
une }	2	0	2	v
bien cette	1	0	1	v
y a	1	0	0	il
ici }	15	6	7	est
le bricoleur	1	0	0	v
quelque+chose aussi	1	0	1	v
bouger }	1	0	0	pas
peut+être carrrément	1	0	1	v
il faut	10	4	4	qu'
pour écrire	1	1	0	n
et six	1	0	0	là
des indications	1	0	1	v
le plat	1	0	1	v
toi pas	1	1	0	est
dessous }	4	2	2	v
anniversaire }	1	0	0	d'
cette langue	1	0	1	quoi
Bruit trouva	1	0	0	Monsieur
de fruits	1	1	0	n
plus la	1	0	0	avait
elle travaille	1	1	0	quand
couleur ce	1	0	0	quelle
longtemps }	1	0	1	pas
pour piloter	1	1	0	est
du père+noël	2	1	0	traineau
la cacher	1	0	1	v
du jardin	2	2	0	v
y+a marqué	1	1	0	là
au hasard	1	0	1	v
avoir un	1	0	0	v
ils peuvent	1	0	0	mais
l' a	3	2	0	on
bleues }	1	1	0	
bien être	1	0	1	v
moins }	1	0	1	au
de pfou	1	0	1	n
tout autour	1	0	0	n
un air	1	0	1	as
euh quoi	1	0	1	v
deux encore	1	0	1	les
vous vu	1	0	0	v
parce+que si	1	0	0	n
ces geste	1	0	1	tous
voir Ger	1	0	1	v
pour taper	1	1	0	est
la galette	1	0	1	v
le canard	3	2	0	et
maman }	6	1	2	à
les petits	5	0	4	v
pour ça	3	2	1	est
à ton	2	0	2	v
sur un	4	2	0	n
barbe }	1	0	1	
mot }	1	0	0	le
pschi }	1	1	0	
la mettre	3	0	1	v
est vide	1	0	1	il
moi où	1	0	1	v
du lit	1	0	1	dessus
aussi dans	1	0	0	v
qui piquent	2	1	0	n
bleu comme	1	1	0	le
la maintenant	1	1	0	v
peut+être dormi	1	0	0	v
juste de	2	0	1	v
Oscar j'	1	0	1	
euh }	19	9	4	n
sauteurs }	1	1	0	
là+bas derrière	1	0	0	n
des chevaux	2	1	1	n
à planter	1	0	1	v
tes jambes	1	0	1	v
de tourner	2	0	1	v
bagages dans	1	0	0	
un a	1	0	1	avec
alors }	45	28	15	n
il grimpe	1	1	0	qu'est+ce+qu'
un propre	1	0	1	v
Lu }	1	0	0	
ouille ouille	1	1	0	ouille
d' art	1	1	0	n
je sais	5	3	0	mais
où il	1	1	0	v
de me	4	3	0	n
histoire y+a	1	0	0	l'
peut se	1	0	0	ça
t' elle	1	0	1	v
tes jouets	1	0	1	tous
pas un	5	2	2	est
seulement }	1	1	0	v
le dos	3	1	2	sur
qu'est+ce+que vous	1	1	0	alors
Magali }	1	1	0	euh
mais Poucinet	1	1	0	oui
petit cheval	1	1	0	n
les miettes	1	0	1	v
de medicaments	1	1	0	n
à demander	1	0	1	v
pas ce	2	0	2	v
Bambi et	1	0	0	à
que j'	5	2	0	v
ou les	3	1	1	n
mais si	1	0	0	oui
déjà }	8	4	4	as
terminé }	1	0	0	pas
le prénom	1	0	0	v
quelques unes	1	0	1	v
ta }	1	0	1	dans
d'en ah	1	0	0	v
est éteint	1	1	0	c'
et Panpan	1	0	0	n
Jul }	1	1	0	tapé
ce sac	1	0	1	dans
à compter	1	0	1	v
comme à	1	1	0	pas
ont les	1	1	0	elles
elle prend	1	1	0	délicatement
dans toutes	1	1	0	v
tu préfères	1	0	0	ou
rencontré de	1	0	0	jamais
monsieur tu	1	0	0	le
une terrasse	1	0	0	sera
bien regarder	2	0	1	toujours
là chaque	1	1	0	n
chantes des	1	0	0	tu
une patte	1	0	1	v
qui se	3	3	0	n
la remorque	1	0	1	v
demain }	1	0	1	béh
les clefs	1	0	1	toutes
tes mains	1	1	0	v
des bébés	2	0	2	déjà
nous voir	3	0	2	v
lui justement	1	0	1	tu
à droite	1	1	0	est
moment }	1	0	0	ce
comment }	2	0	2	v
tes poissons	1	0	1	v
perle veux	1	0	0	quelle
aie+aie+aie lâchez	1	0	0	
quilles dehors	1	0	0	aux
de pêcher	1	0	1	n
qui avait	2	2	0	pas
lui parle	1	1	0	tu
toi Tigrou	1	0	1	est
est content	1	0	0	il
malin rusé	1	1	0	le
les chaussures	4	0	4	est
des céréales	1	1	0	v
fois qu'	2	0	0	une
tu tournes	1	0	1	que
noël }	1	1	0	de
à bascule	4	4	0	v
là on	5	4	1	v
celle+ci }	2	0	2	jaune
euh sur	1	0	1	v
six flamands	1	1	0	y+a
le maître	1	0	1	v
que ce	2	0	1	v
des chewing+gum	1	0	1	v
un pingouin	1	0	1	v
Bécassine est	1	1	0	en
son lit	1	0	0	v
nos bagages	1	0	1	v
par comprendre	1	0	1	v
avec nounours	1	0	0	v
et lui	1	1	0	ah
Bou }	1	0	0	
lunettes }	2	0	0	des
là avec	1	1	0	v
qui mange	1	1	0	n
on attend	1	0	1	mais
il peut	1	0	0	est+ce+qu'
tes oreilles	1	0	1	où
lit }	1	0	0	le
du pied	2	0	2	n
sont en	1	0	0	elles
de papillon	1	1	0	n
Daisy }	1	0	0	y+a
de coincé	1	1	0	n
dodo }	2	0	0	pas
de fée	1	1	0	n
des carottes	1	0	1	v
de quand	2	0	2	n
joues }	1	0	0	tu
de blé	2	2	0	n
le bâteau	1	1	0	est
hiver }	1	0	0	
ça vaut	1	0	0	comme
qui qui	1	1	0	est
vingt ça	1	1	0	
couleur ça	2	0	0	quelle
M }	1	0	1	v
de dedans	1	0	1	n
pas beaucoup	3	0	2	v
les bleues	1	0	0	v
gâteau à	1	1	0	un
à Chaley	1	0	0	v
crie à	1	0	0	moi
laisse lui	1	0	0	te
attention quand	1	0	0	v
ça encore	1	0	1	comme
requin toute	1	0	0	
tu aimes	1	0	1	ça
proprement }	1	0	1	v
Tim oh	1	0	1	v
du chemin	1	1	0	n
ça y	1	0	0	ah
tard peut+être	1	0	1	plus
là elle	2	2	0	v
donner euh	1	0	0	lui
des nouveaux	1	0	0	v
bonjour }	1	0	1	alors
carrément qui	2	2	0	v
des roseaux	2	2	0	v
de au	1	0	0	n
partout }	3	2	1	n
main }	1	0	0	la
Bambi }	1	0	1	à
à la	35	17	15	v
tout+le+monde }	2	0	2	comme
souffle }	1	1	0	v
de couleurs	1	1	0	n
hein le	2	0	1	v
l' autorisation	1	0	0	v
les cadeaux	1	0	1	v
du milieu	1	0	0	v
choses là	1	0	0	jolies
le lit	6	1	1	dans
d' une	2	1	1	n
bien si	1	0	0	v
pour descendre	1	0	1	mais
ou y+a	1	1	0	et
ou ses	1	1	0	n
autrement je	1	0	0	n
continuer alors	1	0	0	v
d' essence	1	0	1	beaucoup
