contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
lumières allumées	1	0	0	sont
des dessus	2	2	0	n
souros qui	1	0	0	
bébé }	7	5	0	là
la aux	2	2	0	n
celui+ci mal	1	1	0	il
attention pieds+nus	1	0	0	à
autres mais	1	1	0	n
loin deux	1	0	0	hein
{ peut+être	4	0	2	v
aurevoir }	1	0	0	au
quelle veux	1	1	0	n
la hop+là	1	1	0	n
ta là	6	6	0	n
trois quatre	1	1	0	n
as fini	1	0	0	pas
peut }	1	0	1	v
un très	1	1	0	n
entend }	1	0	1	pas
est papy	1	0	0	un
plus c'	1	0	0	où
non elle	1	0	0	mais
souris }	4	1	0	verte
tu les	18	1	15	v
à endroit	1	0	0	l'
fais la	2	0	1	de
l' ça	3	1	1	n
à Tim	1	0	1	toi
suis hein	2	0	1	v
pas sa	1	0	1	v
elle tu	2	0	1	v
la regarde	2	1	1	n
avait du	1	1	0	aussi
aller la	1	0	1	à
oreilles }	3	1	0	ça
police non	1	0	0	ça
cette là	14	14	0	n
qu'est+ce+qui là	1	0	1	est
son de	2	2	0	n
{ comme	2	1	0	v
chante sur	1	1	0	pas
les que	5	4	0	n
ça après	3	0	3	v
ton le	2	2	0	n
sages les	1	0	0	là
qu'est+ce+qu'ils construire	1	0	0	v
tout de	5	1	0	ça
ça beaucoup	1	0	0	v
encore peut+être	1	1	0	un
ton toi	2	2	0	n
des si	1	0	0	n
l' Mireille	1	1	0	n
la quand+même	1	0	1	n
en alors	1	1	0	v
{ et	10	1	2	oh
autre encore	1	0	0	n
t' il	2	0	2	v
plus si	1	0	0	n
te parce+que	1	0	1	v
{ d'	3	2	1	pas
fort qui	1	1	0	hein
qui de	1	0	0	v
on mettre	1	0	0	v
petite en	2	2	0	n
grand on	1	1	0	n
par pour	1	1	0	là
sont de	1	0	1	en+train
ils }	13	0	8	v
sur histoire	1	0	0	le
me jouer	1	0	1	v
en mon	1	0	0	v
de juin	1	0	0	n
sont tu	1	0	0	petits
sont contente	1	0	0	v
trois cinq	6	6	0	n
faut qu'	1	0	0	pas
en autrement	1	0	0	a
ça une	2	0	0	v
lui parce+que	1	0	1	v
gros au	1	1	0	n
les toi	2	2	0	n
bien une	1	0	0	avoir
encore quelque+chose	1	0	1	v
l' bien	6	2	4	as
jacques vous	1	0	1	
est du	2	1	1	pas
veux dans	2	0	2	v
noël }	1	1	0	hein
petit Mar	1	1	0	n
l' si	1	1	0	n
ça toi	2	0	1	v
peut+être songer	1	0	0	v
la ailleurs	1	0	1	v
le se	4	4	0	n
pour en	1	0	1	v
il hein	2	1	1	v
de est	1	0	0	n
vont non	1	0	1	v
des rayures	1	0	0	belles
il mieux	3	0	3	v
doit ça	1	0	1	v
et t'	1	0	0	on
des souris	2	0	0	n
on oui	1	0	1	v
l' Mimi	1	1	0	n
jaune jaune	1	0	0	là
semaine et	1	1	0	dernière
à au	1	1	0	v
au noël	1	1	0	n
petit en	2	2	0	n
restes et	1	0	0	debout
maman la	1	1	0	ou
on juste	1	0	1	v
l' fais	1	1	0	n
me celui+ci	1	0	1	v
avec cartes	1	0	0	les
mais a	1	0	0	on
non là	1	0	1	mais
de Babar	1	0	1	n
mettre près	1	0	0	dans
seule tu	1	0	0	si
quelque+chose qui	1	0	0	qui
ce après	1	1	0	n
bêê des	1	0	0	par+là
livres }	2	0	0	hein
attention marcher	1	0	0	à
ou prend	1	0	0	alors
déjà ce	2	0	2	v
pas trop	1	0	1	v
les du	16	15	1	n
d' menton	1	1	0	n
discuter les	1	0	0	
des dedans	1	1	0	n
qui les	2	0	2	v
plus }	39	14	4	n
que c'	1	0	0	ça
a par+terre	1	0	1	v
accident }	1	1	0	là
le pareil	1	0	1	v
tous pansements	1	0	0	les
tu a	1	0	0	en
hier hein	1	1	0	n
vous qu'est+ce+que	1	0	0	v
ils bien	1	0	1	v
pied }	2	0	1	là
l' derrière	2	0	2	v
la mhm	1	1	0	n
une bosse	1	0	0	petite
{ quelque+chose	1	0	1	y+a
verte la	1	0	0	et
appelle qui	1	0	0	ce
l' dans	2	0	2	n
le il	23	19	2	n
à si	1	0	1	Mar
s' jusqu'au	1	0	1	v
grand regarde	1	0	0	n
que t'	1	0	0	je
en aussi	1	1	0	v
as Mar	1	0	1	eu
sont petit+ours+brun	1	0	0	v
il juste	3	0	2	est
madame }	3	1	0	n
utilises }	1	0	0	ton
son jaune	1	1	0	n
encore celui+là	1	0	0	un
les quand+même	1	1	0	n
l' après	2	1	1	une
à ta	1	0	1	v
jouer Clipo	1	0	0	avec
très on	1	1	0	n
deux }	37	37	0	n
ta avec	1	1	0	n
les en+dessous	1	1	0	n
ah sur	1	0	0	oui
me si	1	0	1	n
doudous Mar	1	0	0	de
vais l'	3	0	3	v
{ coin+coin	1	1	0	
pas ton	2	0	1	v
retournes pantoufles	1	0	0	au
petit de	15	15	0	n
des chaudes	1	1	0	n
sont travailler	1	0	1	v
t' au	1	0	1	v
as toi	1	0	1	une
est animal	1	0	0	quel
en je	1	0	1	v
{ dis	1	0	0	tu
de manquer	1	0	0	n
euh Pie	1	0	1	v
fait et	1	1	0	n
notre Spot	1	0	0	n
trop ton	1	0	0	sur
veux un	1	0	0	v
les en	8	7	1	n
sur têtes	1	0	0	le
mon je	1	1	0	n
{ fort	1	0	1	plus
veux ton	2	0	2	v
du Popi	1	1	0	n
bonjour Lapin	1	0	0	Pierre
des glaces	1	0	0	n
m' }	14	0	14	v
Pierre habite	1	1	0	Lapin
être en	2	0	2	v
martin à	1	0	1	son
mais c'	1	0	1	ça
suis malade	1	0	0	pas
le longtemps	1	0	1	plus
tellement que	2	1	0	vite
tu aussi	3	0	3	v
on par	2	0	2	v
es en	1	0	1	v
comme pour	1	1	0	ça
suffit de	1	0	0	pas
à beau	1	0	0	v
j' un	1	0	1	ai
tes ça	1	1	0	n
ce }	47	43	0	n
peut+être d'	1	0	0	ceux
seul à	1	1	0	dans
premier qu'	1	1	0	n
l' avec	2	0	2	n
des les	1	1	0	n
bein là	1	0	0	peut+être
a les	3	1	1	v
garder ici	1	0	0	le
veux par	1	0	1	v
de bouche	1	1	0	la
en dedans	1	0	1	v
oiseau de	1	0	1	qui
des au	2	2	0	n
dessins }	1	0	0	dessus
un là+dedans	1	1	0	n
ton jaune	1	1	0	n
jamais d'	1	0	1	v
toute et	1	1	0	n
petite bleue	1	1	0	n
{ pou	1	1	0	ouh
leur là+haut	1	1	0	v
on tout	4	1	3	v
garder montre	1	0	0	le
qui te	1	0	1	v
le en	4	2	1	n
petite avec	1	1	0	n
autre je	1	1	0	n
est ma	1	0	0	de
garde le	1	0	1	le
poireau }	1	1	0	
de s'	1	0	0	Vic
le propre	1	1	0	n
fais de	2	1	0	pas
chantes tu	1	1	0	une
seront à	1	0	0	déjà
toutes là	1	0	1	les
la+la+la }	1	1	0	
des trop	1	1	0	n
{ souffle	1	1	0	v
ils le	2	0	2	v
la l'	2	2	0	v
bah tu	1	0	0	si
fait les	5	0	3	v
es là	1	0	0	bien
jamais tu	1	0	1	v
du comme	3	3	0	n
un dans	8	7	0	n
joyeux Paddington	1	1	0	n
bonne oui	1	1	0	n
t' hein	4	0	4	v
toute aventures	1	0	0	n
tout là	2	0	1	v
embauché Pinder	1	0	0	
pour consciencieusement	1	0	1	v
va sonner	1	0	1	peut+être
à ça	3	0	0	quoi
le de	41	37	1	n
va Tim	2	0	2	ici
lapin avec	1	0	1	il
va }	32	0	27	v
vois elle	1	0	0	là
il sous	1	0	1	est
oh eh	1	0	1	eh
des mais	5	5	0	n
une en	1	1	0	n
pas d'en	1	0	0	v
{ Lu	1	0	0	
les te	1	1	0	n
elle butiner	1	0	0	v
gros tu	1	1	0	n
les des	2	2	0	n
tes qui	3	3	0	n
mimi }	1	0	0	a
merveilleuse }	1	1	0	
le couleur	1	1	0	n
pas il	1	1	0	qu'
ai essayé	1	0	0	v
lui les	2	1	1	v
pendant une	1	0	0	les
tes là	7	7	0	n
{ violet	1	0	0	bleu
avec chaussons	1	0	0	ses
euh des	1	0	1	y+ait
autres }	9	9	0	n
numéros }	1	1	0	
tu où	2	0	1	v
une des	1	1	0	n
as cette	1	0	1	dans
du aussi	2	2	0	n
me toute	1	0	1	v
a cassées	1	0	0	v
a Papi	1	0	0	v
pour marcher	1	0	0	v
au tu	2	2	0	n
mer aubaine	1	0	0	qui
maman et	1	1	0	n
autres ne	1	1	0	n
les livres	2	1	0	grands
la blague	1	0	0	bonne
île }	1	0	0	
de y	1	1	0	n
dans heuh	1	0	0	la
plutôt la	1	0	1	dans
ton sur	1	1	0	n
faut hein	2	0	2	v
tu tout+de+suite	1	0	1	v
la feuille	1	0	0	n
je c'	2	0	2	v
l' comme	3	2	1	v
non elles	1	0	0	mais
t' sur	6	0	6	v
autre oui	1	1	0	n
qui dire	1	0	0	v
un autour	1	1	0	n
par ça	1	1	0	là
même mais	1	1	0	n
lui ta	1	0	1	v
écouter elle	1	0	1	de
il content	1	0	0	est
kangourou encore	1	0	1	mais
déjà temps	1	0	0	v
le egɛt	1	1	0	n
a passer	1	0	1	v
mer }	1	0	0	qui
coup tu	1	0	0	là
leur euh	1	0	1	v
pour là	2	0	2	v
me combien	1	0	1	v
un maintenant	1	1	0	grand
deux sont	1	1	0	ils
lui là	2	0	1	v
t' à	10	0	10	v
ne à	2	0	2	v
de Nöel	1	0	1	n
es à	2	0	1	bien
bah c'	2	0	2	oui
est pièce	1	0	0	quelle
du en	1	1	0	n
un temps	1	0	0	n
je dans	1	0	1	v
lui à	8	0	8	v
petit sur	1	1	0	n
m' très	1	0	1	v
ils tomber	1	0	0	v
la }	555	499	41	n
vas tout	1	0	1	v
mais la	1	0	0	on
elle ça	1	0	1	v
avoir les	1	0	0	tous
joli }	2	2	0	hein
éh+éh }	1	0	1	ah
les quelle	1	0	1	n
de parce+que	1	1	0	dessus
petit moi	1	1	0	pour
on sur	4	0	4	v
à avec	2	0	2	v
alors et	2	0	0	tu
il fallu	1	0	0	v
me moi	1	0	1	v
s' ici	2	0	2	v
vu j'	1	0	1	le
avais d'	1	1	0	n
un foncé	1	1	0	vert
toute dehors	1	1	0	n
sa Alina	1	1	0	n
et ils	1	0	0	qu'est+ce+qu'
livre pour	1	1	0	de
pris trois	1	0	0	un
pas dans	2	0	1	v
s' par	1	0	1	v
pas hein	19	4	7	v
pas quand+même	1	0	1	v
une d'accord	1	1	0	n
a faire	1	0	0	voulu
quilles }	1	0	0	dans
qu'une comme	1	1	0	
la humeur	1	0	0	n
tigre }	1	0	0	oui
grande elle	1	1	0	n
quelle tu	2	2	0	n
ronds }	1	0	0	là
{ pièce	1	0	0	
au aussi	1	1	0	moins
a roues	1	0	0	des
est très	1	0	0	pas
pas maman	1	0	1	à
poussins un	1	0	0	v
mes }	18	18	0	n
dis petits	1	0	0	donc
et savon	1	0	0	sans
caméra ouh+la+la	1	1	0	pour
du il	2	2	0	n
bébé elle	1	0	0	là
couche }	1	0	0	non
une Monsieur	1	1	0	n
d' dans	2	2	0	autre
est au	4	0	2	v
vendredi aussi	1	0	0	
quelque }	1	1	0	n
du qui	2	2	0	n
ce Tim	1	1	0	n
les bien	1	0	1	v
du alors	1	1	0	n
bien dessins+animés	1	0	0	v
bien là	4	1	1	v
ces temps	1	0	0	n
l' dernière	1	1	0	n
ça devant	1	0	0	v
il être	2	0	0	v
plus que	3	0	0	n
un Croco	1	1	0	n
en parce+que	1	1	0	v
elle tous	1	0	1	v
oui sept	1	0	0	mais
une oui	3	3	0	n
{ fois	2	0	0	des
petits câlins	1	1	0	n
as dessous	1	0	1	v
le touché	1	1	0	n
faut la	3	0	3	v
temps et	1	0	1	de
un spécial	1	1	0	n
du toi	1	1	0	dessous
ce et	1	1	0	n
sais ce	1	0	0	pas
se des	1	0	1	v
âge }	1	0	0	où
de enfant	1	0	0	n
va ici	1	0	1	v
allait le	1	0	1	v
se qu'est+ce+qu'	2	0	2	v
le la	1	1	0	n
du pendant	1	1	0	n
rouge jaune	1	0	0	et
tu beaucoup	1	0	1	v
non il	1	0	1	là
ne pas	31	17	13	v
il semer	1	0	1	v
hein qu'	1	0	0	maintenant
me alors	1	0	1	v
tu par	4	0	4	v
une sauteuse	1	1	0	n
affreux toute	1	1	0	
plus euh	1	0	1	n
pour hein	1	0	1	v
des bleus	1	1	0	n
de effrénée	1	1	0	n
moulinée derniers	1	0	0	
le quand	2	0	2	n
ils comme	1	0	0	v
appelle appareil	1	0	0	ça
la alors	2	2	0	n
trois ouf	1	1	0	n
tu tous	1	0	1	v
oh que	1	0	0	ben
n+toto sa	1	0	1	se
bien impeccable	1	0	0	v
elles retomber	1	0	0	sont
lui quoi	1	0	1	v
la pas	7	3	4	v
on son	2	0	2	v
es maman	1	0	0	v
se parce+que	1	0	1	v
faire je	2	0	1	comme
m' les	1	0	1	v
te bien	1	0	1	v
la forme	2	0	0	même
tu même	1	0	1	v
es toi	4	0	1	fatiguée
{ bien	3	0	2	très
{ dame	1	0	0	la
ce mieux	1	0	0	serait
trop sa	1	0	0	de
l' faut	2	1	1	autre
{ est	5	0	0	c'
l' a	1	1	0	n
il rien	1	0	1	a
attention craindre	1	0	0	à
tu mme	1	0	0	v
tu Mar	3	0	3	v
en état	1	1	0	v
de dans	8	5	3	n
mets }	5	2	0	où
un Popi	1	1	0	n
la d'anne	1	1	0	n
ce bien	1	0	0	serait
le d'	9	9	0	n
bonne ça	3	3	0	n
pas gémit	1	0	0	v
a regarde	1	0	0	lui
il une	2	0	2	a
{ trouver	1	0	0	v
va je	1	0	1	v
formes dans	1	0	0	là
au moi	1	1	0	n
guili }	3	3	0	n
seulement le	1	0	1	dans
gueule ouverte	1	0	0	
t' ou	1	0	1	v
ses là	1	1	0	n
puis comme	1	0	0	tu
me où	1	0	1	v
petit ils	1	1	0	n
ma ça	1	1	0	n
un brillot	1	1	0	n
dû chez	1	0	1	v
as oh	1	1	0	v
ben toi	1	0	1	v
grands comme	1	1	0	n
a euh	1	1	0	Mar
a tombée	1	0	1	v
la taille	1	0	0	bonne
ces de	1	1	0	n
tu assise	2	1	1	es
ai à	6	0	5	v
peint couleur	1	0	0	pas
une alors	2	2	0	n
tout éh	1	0	0	v
la comme	2	1	1	n
deux à+côté	1	1	0	n
bleu et	1	1	0	c'
bien ouais	1	0	1	v
pas une	1	0	0	v
à oui	2	0	0	maman
est bouts	1	0	0	pas
d' la	1	0	1	v
tout pour	1	0	0	près
couleur la	1	0	0	là
dangereux }	1	0	0	ça
descente là	1	0	0	
en+avoir avec	1	0	0	une
coin }	1	1	0	là
oui d'	1	0	1	n
le mot	1	0	0	n
du hop	1	1	0	n
tous enfants	1	0	0	les
petits ils	1	1	0	n
la qu'est+ce+que	1	1	0	n
menton guiliguili	1	0	0	leuri
tu }	184	37	141	v
s' comment	1	0	1	v
peu tes	1	0	0	de
les bâtonnets	1	1	0	n
est encore	1	1	0	pas
que on	1	0	1	l'
Peureux Peureux	1	0	0	pour
maître }	2	2	0	n
l' euh	3	3	0	n
des noirs	2	2	0	n
ai un	4	0	4	v
du Noël	1	1	0	n
est cette	5	0	0	quoi
sont qui	1	0	0	à
cogné la	1	0	0	contre
trop des	1	0	1	de
est courir	1	0	1	pas
caché là	1	0	0	sous
de sont	1	0	0	n
à heuh	1	0	0	v
comme hein	1	1	0	ça
ont casque	1	0	0	v
t' bien	3	0	3	v
s' toute	1	0	1	v
de en+dessous	2	2	0	n
a aux	1	1	0	v
{ j'	4	0	2	moi
laissé son	1	0	1	v
les tout+de+suite	2	0	2	n
va le	6	0	4	v
se }	61	4	57	v
ton au+fait	1	1	0	n
met les	2	0	0	dans
{ vu	1	0	0	
encore d'	1	0	0	un
regarde yeux	2	0	0	là
tous là	1	0	1	les
vont ça	1	0	1	v
y+a d'	4	1	0	pas
les saletés	1	0	0	n
vaches sur	1	0	1	v
du ici	1	0	0	n
trop Mar	1	0	0	v
ça ici	1	0	1	v
ta hein	1	1	0	n
les ça	9	9	0	n
mets deux	1	0	0	là
ourse ramasse	1	1	0	
{ tes	1	1	0	à
pauvre }	1	1	0	n
pour l'	1	0	1	v
s' des	1	0	1	v
médecin du	1	0	1	v
ça plus	3	0	1	v
a nos	1	0	1	v
on on	3	0	3	v
sais les	1	0	1	v
et on	1	0	0	puis
de l'	2	0	2	v
te mal	2	0	0	v
des pour	10	10	0	n
vas un	2	0	2	v
sa il	1	1	0	n
petit si	1	1	0	n
elles quand	1	0	1	v
vont manger	1	0	0	bien
Monsieur trouva	1	0	0	Peureux
père }	2	0	0	Noël
s se	4	0	0	v
la partir	1	0	1	n
a on	1	0	1	soit
une dessous	1	1	0	n
on tiens	1	0	1	v
prendre }	1	1	0	celui+là
plus qu'	1	1	0	petite
{ drôle	1	0	0	une
une une	4	3	0	n
la vite	1	0	1	n
les ah	1	1	0	n
à qu'est+ce+qu'	1	1	0	v
bec }	1	0	0	il
manger }	2	0	0	hein
autres qu'est+ce+qu'	1	1	0	n
{ pas	4	1	3	v
ta ça	2	2	0	n
pour non	1	0	0	toi
jouer cube	1	0	0	avec
écrabouilles }	1	1	0	
en souvent	1	0	1	a
elle a	1	0	0	l'
aller avec	1	0	1	loin
trouva Peureux	1	0	0	
des hein	10	9	0	n
traduire }	1	0	0	
dis euh	1	0	0	donc
veux encore	1	0	1	v
avait le	1	0	1	v
elle bon	1	0	1	v
elle derrière	1	0	1	est
va venez	1	0	1	v
il papa	1	0	1	v
une rouge	1	1	0	n
bientôt ans	1	0	0	v
jardin picou	1	0	1	il
tout la	1	0	1	à
tu au	3	2	1	v
t' quel	1	0	0	avais
j' à	1	0	1	ai
j' celui+ci	1	0	1	ai
elle quoi	1	0	1	v
qui toujours	1	0	1	v
se alors	1	0	1	v
pas Kirikou	1	0	1	v
vrai pour	1	1	0	que
à en	2	0	2	v
parla très	1	0	0	
il tout	5	0	5	est
plus dans	2	1	1	tard
s' les	4	0	4	v
{ petit	1	1	0	un
pas à	5	0	3	v
les là	13	13	0	n
est celle	1	0	0	pas
tout sans	1	0	0	v
vite hein	1	0	1	v
dire si	1	0	0	ça
deux en	1	1	0	n
elles aussi	1	0	1	sont
timidité }	1	0	0	
gros Tigrou	1	1	0	n
des n+toto	1	1	0	n
te beau	1	0	1	v
une même	3	3	0	n
nez bouts	1	0	0	de
pas qu'est+ce	1	0	1	v
ce on	1	1	0	qu'
ta à	2	2	0	n
{ gling	1	0	0	gling
à espagnol	1	0	1	v
au là	5	5	0	n
de maintenant	1	0	1	n
grande alors	1	1	0	n
mouton }	1	1	0	alors
tu motivé	1	1	0	v
vas hein	1	0	1	v
bébé le	1	0	0	euh
une gueule	1	0	0	n
au elle	2	1	0	n
il maman	1	0	1	v
{ marron	1	0	1	
autre dedans	1	1	0	n
nous des	1	0	1	v
se bien	2	0	2	v
des rouges	3	3	0	n
des plutôt	1	1	0	n
le je	2	2	0	n
es tout	2	0	1	v
bah trouver	1	0	0	oui
qu'est+ce+qui à	1	0	1	v
il pas	21	5	14	v
trop ça	1	0	0	beau
noeud qui	1	1	0	comme
pas parce+que	1	0	1	v
as peur	1	0	0	pas
doit dans	1	0	1	v
mis }	1	0	0	là
on avec	6	0	6	v
mais elle	2	0	0	maman
piplette }	1	0	1	
ce tu	4	4	0	que
de roses	1	1	0	n
d'en un	1	1	0	v
des de	21	21	0	n
le pendant	1	0	1	n
le toi	4	3	0	n
la les	1	1	0	n
la loin	1	1	0	n
J'ai un	1	0	1	n
faut que	1	0	1	pas
on rien	3	0	3	v
un ici	2	2	0	n
oh écorces	1	0	0	ben
va à	5	0	5	v
ils là	7	0	0	sont
pas faites	1	0	0	v
dit }	9	4	0	ça
allez toi	2	0	2	v
même }	26	26	0	n
hier j'	1	1	0	n
hein tes	1	0	0	tu
du ours	1	0	0	n
est tellement	1	0	1	pas
qu' a	1	0	0	on
cette image	1	0	0	deuxième
une réputation	1	0	0	n
peu donc	1	0	0	v
t' pas	12	0	11	v
nous bateau	1	0	1	v
des sauteurs	1	1	0	n
même un	1	0	1	pas
va toilettes	1	0	0	v
lui l'	1	0	1	v
le des	5	5	0	n
peu deux	1	1	0	de
jambes }	1	0	1	vertes
mains }	1	0	0	blanches
le d'abord	1	1	0	n
s' là	4	0	4	v
son on	1	1	0	n
aïe le	1	0	0	aïe
sont se	1	0	0	v
alors regarde	1	0	1	on
couleur losanges	1	0	0	là
se faut	1	0	1	v
te l'	1	0	1	v
leur des	1	0	1	v
bête très	1	0	0	qui
va comment	1	0	1	v
les de	23	23	0	n
les et	11	9	1	n
à haute	1	1	0	v
sac+à+dos }	1	1	0	hein
a au	2	1	0	v
cinq }	8	6	0	six
de Mickey	1	1	0	n
{ messieur	1	0	0	quel
tu et	4	0	4	v
puis il	1	0	0	qu'est+ce+qu'
se comme	3	0	3	v
par }	11	10	0	là
était bleus	1	1	0	un
ça bien	5	0	1	v
lune }	1	0	1	rouge
les ou	2	1	1	n
parce+que je	1	0	0	là
y plus	1	0	1	a
vois un	1	0	0	y+a
elle }	16	0	15	v
est fermé	1	0	0	pas
les tiens	1	1	0	n
s' et	1	0	1	v
bien ça	1	0	0	comme
une professionnelle	1	1	0	n
le déjà	1	1	0	v
aie+aie+aie moi	1	0	1	
Donald }	1	0	0	
plus hein	7	0	0	n
même il	1	1	0	si
peut à	1	0	1	v
dans champignons	1	0	0	mes
la bleue	1	1	0	n
qui juste	1	0	0	v
tes ils	3	3	0	n
la est+ce+qu'	1	1	0	n
en morceaux	1	0	0	trois
le s'	3	3	0	n
chut }	1	0	1	chut
les au	2	2	0	n
{ découper	1	0	0	
de par+terre	1	0	0	n
ça sous	1	0	1	v
remarque le	1	0	0	hein
de couleur	15	0	0	quelle
le puisqu'	1	1	0	n
avec griffes	3	0	0	les
peu fort	1	0	0	moins
vas puis	1	0	1	v
ton gris	1	1	0	n
mais }	6	0	2	bon
ta tout+à+l'heure	1	1	0	n
petite noire	1	1	0	n
vas t	1	0	0	v
il profiter	1	0	0	v
un cette	1	0	0	dans
as tout	1	0	1	v
faire }	21	4	12	n
{ couleur	1	0	0	la
est parce+que	1	0	0	peut+être
mauvaises }	1	1	0	
voyage dit	1	1	0	
petite là	3	3	0	n
peu pour	3	1	0	vite
as autour	1	0	1	v
pouvais un	1	0	1	pas
tite }	1	1	0	
avais regardé	1	0	0	pas
petit demande	1	1	0	n
est rouge	1	0	0	le
mit bottes	1	0	0	à
tu mettre	2	0	0	v
ils des	3	0	3	v
jeton }	1	0	0	n
gros pas	1	1	0	peut+être
me qu'	1	0	1	v
faut des	3	0	2	v
aller dans	1	0	1	v
si ferme	1	0	0	tu
est à	10	4	3	v
{ oeuf	1	0	0	un
un super	1	1	0	n
on je	1	0	1	v
ils à	1	0	0	sont
à il	1	1	0	quoi
es ou	1	0	0	v
es dessus	1	0	1	v
me que	2	0	1	v
son rouge	1	1	0	n
du où	1	1	0	n
ils casser	1	0	0	v
deux comme	1	1	0	n
ta chambre	1	0	0	n
aller tous	1	0	1	v
rester mamy	1	0	0	comme
maman très	1	1	0	serait
mais ne	1	1	0	je
la parce	1	1	0	n
dit à	1	0	0	bonjour
là mais	2	1	0	c'
de par	1	1	0	n
il d'	2	0	2	v
où }	2	1	0	ça
être Val	1	0	0	v
ma pauline	1	1	0	n
des chaussettes	1	0	0	n
le là+dedans	1	1	0	n
mis pieds	1	0	0	dans
se tout	2	1	1	v
l' rigolo	1	1	0	n
quel Mar	1	1	0	n
ça hein	8	1	7	v
mille }	1	1	0	
ils dans	1	0	0	sont
en pour	3	0	3	v
{ accident	1	1	0	un
on donner	1	0	0	a
tu non	3	0	3	v
les je	2	2	0	n
ta de	2	2	0	n
va marcher	1	0	0	pas
euh et	1	1	0	n
vient }	1	0	1	v
va ça	4	0	4	v
quatre jouent	1	1	0	n
des poils	1	1	0	n
aux si	1	1	0	n
va en	3	0	3	v
ouais }	4	1	1	voilà
a dessiné	1	1	0	de
air }	3	2	0	là
un blanc	1	1	0	n
sans }	6	3	2	n
je de+mieux+en+mieux	1	0	1	v
pieds }	2	0	0	là
{ très	1	1	0	oui
ouille+ouille+ouille }	1	0	0	dans
vas aussi	1	0	1	v
tu ce	8	0	8	v
{ canne	1	0	1	v
parti le	1	1	0	sur
{ plantes	1	0	0	ses
plus parce+que	1	0	0	tard
sur jambes	1	0	0	le
de regarde	1	1	0	n
maman gratte	1	1	0	n
une allez	1	1	0	n
petite derrière	1	1	0	n
se gronder	1	0	0	v
euh dernier	1	1	0	v
enlever de	1	0	0	le
les à	12	8	4	n
suis de	2	0	2	en+train
caché son	1	0	0	sous
pour c'	1	0	1	v
d' et	2	0	0	Arthur
est plantes	1	0	0	des
belle petite	1	0	0	n
ça le	1	0	1	v
tu par+terre	1	0	1	es
pas donc	1	1	0	beaucoup
doit fondre	1	0	0	v
jamais sur	1	0	0	v
ça là+dedans	1	0	1	v
caché la	1	0	0	dans
arrive de	1	0	0	à
mal là	2	0	2	partie
grande dans	1	1	0	n
je se	1	0	1	v
{ camion	1	0	0	un
ta le	1	1	0	n
durer }	1	0	0	
un comme	7	6	0	n
fais là	2	2	0	v
ce Mar	1	1	0	côté+là
jolie lune	1	0	0	n
enfants }	1	0	0	n
euh Maya	1	0	1	v
peu les	1	0	0	comme
avec oui	1	0	0	les
voilà et	1	0	0	un
une Mar	3	3	0	n
auras âge	2	0	0	quel
peu avec	1	0	1	n
on sous	1	0	1	v
bon alors	1	1	0	ben
vous les	2	0	2	v
de des	2	1	0	v
des voitures	1	1	0	n
ours ça	1	0	0	brun
mieux ce	1	0	0	que
te d'	1	0	1	v
mis bottes	1	0	0	dans
passes unes	1	0	0	par
petit maintenant	1	1	0	n
avec gommettes	1	0	0	les
dit Lapinos	1	0	0	que
la donc	1	0	0	n
elle de	2	0	2	est
les sur	10	6	0	n
donnes celui+ci	1	0	0	à
de beaucoup	1	0	1	v
un mais	6	6	0	n
famille }	1	0	0	n
première d'abord	1	1	0	n
va manger	1	0	0	pas
un ton	1	1	0	n
la verte	6	6	0	n
les roues	1	0	0	n
aux hein	1	1	0	n
sait les	1	0	1	v
jolies dedans	1	1	0	n
avais dans	1	0	1	mis
flamands }	1	1	0	euh
l' maintenant	1	0	1	n
pas montre	1	0	0	v
les où	1	1	0	v
une idée	3	0	0	bonne
le loin	1	1	0	plus
tu leur	1	0	0	v
l mais	1	1	0	'impression
est pourquoi	1	1	0	pas
quelle }	8	8	0	n
es une	2	0	1	pas
lui }	14	2	11	v
plus balle	1	0	0	n
passe la	1	0	0	devant
dis toi	1	1	0	comment
petit aussi	1	1	0	n
tu doudou	1	0	1	v
terre s'	1	0	0	et
une de	17	12	4	n
{ front	2	0	0	beau
l' le	2	2	0	n
rendent chez	1	0	0	
je du	1	0	0	v
{ truc	1	0	0	un
ses tous	1	1	0	n
est le	8	0	3	où
une sorcière	1	0	0	n
tout avec	1	0	1	doucement
au hein	4	3	0	n
le avec	3	3	0	n
tout aussi	1	0	0	v
ai Ame	1	0	0	v
d' là	2	2	0	autre
gros que	1	1	0	n
boîte Bé	1	0	1	n
vint de	1	0	0	près
oui oui	1	1	0	oui
m' un	3	0	3	v
quel tu	2	2	0	n
on la	10	0	10	v
aller mon	1	0	1	v
une raison	1	0	0	n
pourquoi }	1	1	0	pas
faire pas	1	0	0	ou
une sur	4	4	0	n
{ voici	1	0	0	heureusement
petite sur	1	1	0	n
feutre }	1	1	0	moi
peit comme	1	1	0	
a hier	4	0	3	v
veux les	2	0	2	v
les soeurs	1	0	0	trois
{ il	8	0	0	qu'est+ce+qu'
tout encore	1	0	1	v
doit le	1	0	0	v
et en	2	0	1	puis
puis }	2	0	2	là
falloir }	1	0	1	v
{ Tim	2	0	2	v
pleut il	1	0	0	alors
pas choisir	1	0	0	en
un là	13	13	0	n
te dans	2	0	2	v
sont aussi	1	0	0	v
